p_raw,p_cal,attack
1e-06,3e-06,A17
0.999463,0.9792,A19
0.99009,0.716525,A13
0.998555,0.945891,A13
0.999995,0.996062,A08
0.039615,0.001042,A19
0.999998,0.996062,A12
1.0,0.996062,A09
6e-06,3e-06,none
1.0,0.996062,A13
0.999869,0.994847,A11
0.99699,0.893371,A13
2.9e-05,3e-06,none
0.99979,0.991757,A11
0.999161,0.967879,A07
0.999553,0.982627,A15
0.001444,3.7e-05,none
0.839425,0.116804,A08
0.997621,0.913843,none
0.999934,0.996062,A10
0.977197,0.520185,A16
1.0,0.996062,A13
0.999173,0.968315,A07
9e-06,3e-06,none
0.999998,0.996062,A09
0.999998,0.996062,A16
0.99962,0.985204,A10
0.979618,0.548718,A19
3.8e-05,3e-06,none
0.999988,0.996062,A14
0.999204,0.969467,A10
0.999828,0.993227,A14
1.0,0.996062,A12
1.0,0.996062,A12
0.999969,0.996062,A07
0.890465,0.170583,A16
0.991303,0.742512,A14
1e-06,3e-06,none
0.013271,0.00034,none
0.99776,0.918494,A07
0.006451,0.000164,none
0.764687,0.075967,A19
0.987612,0.668539,A19
0.062973,0.001697,A18
1.0,0.996062,A12
0.999497,0.980502,A13
0.990518,0.72549,A13
0.999999,0.996062,A12
0.122137,0.003507,A19
0.999999,0.996062,A12
0.99775,0.918165,A10
0.999999,0.996062,A16
0.000826,2.1e-05,A17
1.0,0.996062,A09
0.999999,0.996062,A09
0.999851,0.994148,A14
0.999999,0.996062,A14
0.998388,0.940022,A16
0.999999,0.996062,A12
0.999997,0.996062,A13
1.0,0.996062,A09
1.0,0.996062,A14
0.999984,0.996062,A11
0.99963,0.985589,A15
0.04618,0.001223,A13
0.999757,0.990488,A16
0.999819,0.992904,A13
0.960398,0.38024,A08
0.274287,0.009471,A18
1.0,0.996062,A09
0.998772,0.953652,A11
1.0,0.996062,A12
0.999997,0.996062,A13
0.000112,3e-06,A19
0.999758,0.990511,A09
0.996537,0.879232,A14
0.999255,0.971369,A14
0.998689,0.950658,A08
0.999912,0.996062,A07
0.999969,0.996062,A08
0.999099,0.965568,A07
0.988653,0.687913,A07
1.0,0.996062,A14
0.999969,0.996062,A07
0.999989,0.996062,A15
0.069835,0.001896,A18
0.999963,0.996062,A12
0.001167,3e-05,A17
1.0,0.996062,A14
0.999937,0.996062,A07
1.0,0.996062,A12
0.999897,0.99594,A07
0.999994,0.996062,A14
0.002477,6.3e-05,none
0.512978,0.025955,none
0.996529,0.878988,A10
0.999804,0.992304,A15
0.109496,0.003101,A08
0.000648,1.6e-05,A17
0.008855,0.000226,A18
0.983116,0.595652,A11
0.999242,0.970886,A13
0.99649,0.877798,A08
0.99803,0.927636,A13
0.999818,0.992862,A07
0.827138,0.107982,A18
1.0,0.996062,A12
3.7e-05,3e-06,none
1.0,0.996062,A12
0.002383,6e-05,A18
1.2e-05,3e-06,A08
0.002675,6.8e-05,none
0.998989,0.961546,A14
0.999168,0.968149,A16
0.999008,0.962223,A15
1.0,0.996062,A09
0.999982,0.996062,A07
1.0,0.996062,A09
0.999986,0.996062,A15
0.998376,0.939579,A08
0.999993,0.996062,A10
0.99986,0.994498,A08
0.900563,0.186411,A08
1.0,0.996062,A09
0.999996,0.996062,A08
0.999948,0.996062,A07
2.8e-05,3e-06,none
1.0,0.996062,A09
0.001353,3.4e-05,A17
0.999725,0.98925,A15
0.191359,0.005951,A19
0.999995,0.996062,A08
0.999997,0.996062,A11
0.999236,0.970664,A13
3.5e-05,3e-06,A17
0.999949,0.996062,A16
0.788378,0.08613,A19
0.000479,1.2e-05,A17
0.997888,0.922788,A11
0.949205,0.321,A08
0.99799,0.926264,A15
4e-06,3e-06,none
0.999993,0.996062,A12
1.0,0.996062,A13
0.998585,0.946972,A13
0.757215,0.073133,A13
0.998697,0.950965,A13
1e-06,3e-06,none
0.99894,0.959755,A08
0.999986,0.996062,A11
0.99999,0.996062,A07
0.268421,0.009197,A18
0.008969,0.000229,A19
0.817203,0.101607,A19
0.000153,4e-06,none
0.883436,0.160889,A18
0.999807,0.992439,A07
0.011732,0.0003,none
0.998976,0.961064,A11
1e-06,3e-06,none
5e-06,3e-06,none
1.0,0.996062,A12
0.471896,0.022106,A11
0.999996,0.996062,A14
0.001828,4.6e-05,A17
0.016038,0.000412,A19
0.999623,0.985314,A19
0.998934,0.959542,A11
0.99998,0.996062,A11
0.00073,1.8e-05,A17
2e-06,3e-06,A17
0.005357,0.000136,A19
1.0,0.996062,A16
0.997689,0.916108,A13
0.943224,0.295918,A19
0.992406,0.767774,A16
0.99625,0.870472,A12
0.99992,0.996062,A08
0.980827,0.564123,A14
1.0,0.996062,A14
0.004779,0.000121,A18
1.0,0.996062,A09
0.938146,0.277305,A08
0.987207,0.661277,A07
0.891472,0.172055,A19
0.99999,0.996062,A07
0.99952,0.981369,A07
0.000594,1.5e-05,A17
0.999997,0.996062,A07
0.999804,0.992328,A10
0.9998,0.992142,A15
0.998174,0.932553,A19
9e-06,3e-06,none
0.991672,0.750767,A13
0.999453,0.978839,A15
1.0,0.996062,A09
1.0,0.996062,A09
0.999986,0.996062,A15
0.008527,0.000218,none
0.984141,0.610889,A11
0.999898,0.995982,A08
3.2e-05,3e-06,A17
0.967869,0.432485,A17
0.997991,0.926285,A14
1.0,0.996062,A09
0.999998,0.996062,A12
0.005542,0.000141,A19
0.999999,0.996062,A15
0.274195,0.009467,A18
0.99989,0.99566,A15
0.999995,0.996062,A11
1.2e-05,3e-06,none
0.999993,0.996062,A11
1.0,0.996062,A12
0.999988,0.996062,A11
0.997198,0.900042,A10
9.1e-05,3e-06,none
0.000216,5e-06,none
0.945444,0.304793,A15
0.994178,0.812031,A10
0.999989,0.996062,A11
0.99978,0.991391,A07
0.997737,0.917724,A08
0.999263,0.971654,A07
1.0,0.996062,A14
0.999872,0.994973,A11
0.995465,0.8474,A07
1.0,0.996062,A12
0.999987,0.996062,A11
0.999995,0.996062,A14
0.99996,0.996062,A08
0.999994,0.996062,A14
0.99899,0.961581,A15
0.999768,0.990909,A14
1.0,0.996062,A09
0.263768,0.008982,A18
0.000337,9e-06,A19
0.99543,0.846403,A10
0.999761,0.990627,A10
0.025409,0.000659,A19
0.999785,0.991562,A15
0.999919,0.996062,A10
0.0001,3e-06,A17
1.0,0.996062,A09
0.998224,0.934298,A10
0.99711,0.897209,A16
0.996817,0.887922,A13
0.993918,0.80522,A07
0.999947,0.996062,A15
9e-06,3e-06,none
0.02755,0.000716,A18
0.999998,0.996062,A14
0.016519,0.000425,A19
0.999906,0.996062,A15
0.99812,0.930691,A18
1.0,0.996062,A13
0.99928,0.972323,A16
0.276158,0.00956,A18
1.0,0.996062,A09
1.4e-05,3e-06,none
0.999806,0.992374,A08
3e-06,3e-06,A19
0.193359,0.006028,A19
0.162416,0.004882,A18
0.999946,0.996062,A08
5.7e-05,3e-06,A17
0.998345,0.938491,A08
0.998584,0.946926,A13
0.00057,1.4e-05,A17
0.999997,0.996062,A16
0.99992,0.996062,A12
1.0,0.996062,A14
0.999934,0.996062,A11
1.0,0.996062,A09
0.999768,0.990909,A16
0.467268,0.021708,A18
0.999985,0.996062,A10
0.999787,0.991637,A14
0.999995,0.996062,A16
0.999217,0.969957,A12
0.999305,0.97325,A08
4e-05,3e-06,none
0.999995,0.996062,A11
0.998324,0.937786,A10
1.0,0.996062,A12
0.008585,0.000219,A15
0.999716,0.988913,A15
0.999412,0.977266,A10
0.999602,0.984515,A13
0.000544,1.4e-05,A18
0.999998,0.996062,A14
1.0,0.996062,A12
1.0,0.996062,A14
3e-06,3e-06,none
0.999882,0.995347,A15
0.000123,3e-06,A08
0.998661,0.949666,A11
0.004024,0.000102,A18
0.999425,0.977775,A11
0.726308,0.062913,A18
0.000441,1.1e-05,A17
0.999943,0.996062,A14
1.0,0.996062,A12
0.000104,3e-06,none
0.999927,0.996062,A07
4e-06,3e-06,A17
0.723429,0.062067,A11
0.00013,3e-06,none
0.077061,0.002108,A18
0.002793,7.1e-05,A18
0.997634,0.914292,A11
0.999946,0.996062,A14
0.953721,0.342692,A19
1.0,0.996062,A12
0.014614,0.000375,A19
0.999962,0.996062,A11
0.101212,0.002841,A19
0.999999,0.996062,A09
0.999584,0.983798,A10
0.998826,0.955593,A13
0.999982,0.996062,A16
0.999906,0.996062,A10
0.999979,0.996062,A10
0.885912,0.164194,A16
0.996738,0.885468,A13
1.0,0.996062,A13
0.999408,0.977122,A14
0.991935,0.756784,A15
0.999875,0.995067,A14
0.98458,0.617648,A14
0.974273,0.489287,A15
0.002197,5.6e-05,none
1.0,0.996062,A12
0.972975,0.476663,A13
1.0,0.996062,A12
0.999994,0.996062,A14
1.0,0.996062,A12
0.999582,0.983734,A10
0.999527,0.981628,A10
0.999941,0.996062,A10
0.999995,0.996062,A14
0.993551,0.795807,A13
1.0,0.996062,A09
1.1e-05,3e-06,A17
0.999997,0.996062,A14
0.000854,2.2e-05,A18
0.979813,0.551145,A10
1.0,0.996062,A09
1.0,0.996062,A09
0.999999,0.996062,A12
0.998511,0.944337,A15
1.0,0.996062,A12
0.974405,0.490612,A19
0.999882,0.99537,A08
0.000723,1.8e-05,A17
0.806208,0.095225,A18
1.0,0.996062,A12
0.008649,0.000221,A19
0.986793,0.654009,A08
0.941102,0.287871,A18
0.999509,0.980938,A07
0.999916,0.996062,A15
6.6e-05,3e-06,none
0.999999,0.996062,A12
0.000108,3e-06,none
1.9e-05,3e-06,none
0.999818,0.992843,A11
0.000104,3e-06,A17
1.0,0.996062,A12
0.999662,0.986804,A07
0.594693,0.035791,A15
0.999624,0.98535,A07
0.004416,0.000112,A18
0.999997,0.996062,A14
0.99991,0.996062,A10
0.999998,0.996062,A07
0.999318,0.973719,A13
0.025047,0.00065,A17
0.998445,0.942008,A10
4e-06,3e-06,none
0.922541,0.231545,A19
1.0,0.996062,A09
1.0,0.996062,A12
0.997748,0.918081,A08
0.999762,0.990669,A16
0.989733,0.709205,A19
0.063455,0.001711,none
1.0,0.996062,A12
0.997898,0.923129,A13
0.999986,0.996062,A15
0.99996,0.996062,A11
0.999763,0.99071,A15
0.970064,0.450491,A18
0.942628,0.293617,A18
0.990318,0.721266,A10
0.97006,0.450452,A16
1.0,0.996062,A09
1.0,0.996062,A16
0.997707,0.916713,A12
0.998665,0.949815,A10
0.997092,0.896635,A13
0.999935,0.996062,A15
1.0,0.996062,A09
0.113373,0.003225,none
0.000871,2.2e-05,A08
0.000856,2.2e-05,A18
1.0,0.996062,A16
0.002419,6.1e-05,A18
0.991541,0.747827,A10
0.999997,0.996062,A13
0.999999,0.996062,A14
0.995385,0.845122,A07
0.994654,0.824781,A13
0.999943,0.996062,A10
0.999815,0.992736,A15
0.998789,0.954253,A14
1.0,0.996062,A16
2e-06,3e-06,none
0.259896,0.008806,A18
1.0,0.996062,A12
0.995674,0.853427,A07
0.997256,0.901894,A07
0.998985,0.961372,A16
0.999928,0.996062,A14
0.999952,0.996062,A07
0.999945,0.996062,A13
0.99996,0.996062,A08
0.999995,0.996062,A10
0.999996,0.996062,A08
0.998957,0.960367,A10
0.999996,0.996062,A11
6.7e-05,3e-06,A17
0.999861,0.994521,A11
0.99923,0.970451,A15
0.972449,0.471725,A10
3e-06,3e-06,A17
0.021567,0.000557,A18
7e-06,3e-06,none
0.986659,0.651692,A13
0.999972,0.996062,A13
0.001456,3.7e-05,none
0.507515,0.025408,A19
1.1e-05,3e-06,A17
1.0,0.996062,A12
0.99722,0.900742,A19
0.000196,5e-06,A17
0.04462,0.00118,A18
0.000984,2.5e-05,A19
0.999995,0.996062,A08
0.002907,7.4e-05,A17
0.014115,0.000362,A18
0.998873,0.957291,A16
1.0,0.996062,A16
0.994964,0.833289,A16
0.999051,0.963795,A08
0.999997,0.996062,A10
0.213899,0.006837,none
1.0,0.996062,A13
0.999233,0.970571,A13
1.0,0.996062,A13
0.05284,0.001409,A19
0.000149,4e-06,A17
1.8e-05,3e-06,A08
0.999784,0.991521,A08
0.0107,0.000274,A19
4e-06,3e-06,A17
0.148377,0.004388,none
0.999992,0.996062,A10
1.0,0.996062,A09
0.914005,0.211909,A19
0.992235,0.763756,A19
0.999668,0.987052,A08
0.000559,1.4e-05,A17
0.999967,0.996062,A11
0.998203,0.933565,A16
0.99997,0.996062,A11
0.999568,0.983214,A11
0.996994,0.893502,A15
0.995084,0.836629,A15
0.999978,0.996062,A15
0.999965,0.996062,A10
0.960833,0.382955,A18
0.999968,0.996062,A10
0.983305,0.598403,A15
1.0,0.996062,A12
0.408434,0.017167,A18
0.999653,0.98645,A11
1.0,0.996062,A09
2.2e-05,3e-06,A17
0.000416,1.1e-05,A17
0.0,3e-06,none
0.999873,0.994992,A10
0.940608,0.286053,A10
0.997735,0.917668,A13
0.993827,0.80287,A19
0.999999,0.996062,A12
0.992963,0.781176,A08
0.994025,0.80803,A15
0.00033,8e-06,none
1.0,0.996062,A12
0.000243,6e-06,A17
0.991707,0.751572,A10
0.108751,0.003077,A18
0.999596,0.984264,A07
0.002894,7.3e-05,none
0.999857,0.994363,A16
0.999923,0.996062,A07
0.999987,0.996062,A16
0.999996,0.996062,A08
0.022722,0.000588,A08
0.99884,0.956119,A10
0.999999,0.996062,A15
0.999974,0.996062,A11
0.999921,0.996062,A08
0.991596,0.74907,A10
3.2e-05,3e-06,none
0.987099,0.659361,A08
0.996078,0.865336,A13
1.0,0.996062,A14
0.99998,0.996062,A14
0.000447,1.1e-05,A17
0.832255,0.11152,A16
0.99976,0.990608,A08
0.999855,0.994297,A11
1.0,0.996062,A13
0.999784,0.991525,A15
0.000531,1.3e-05,A16
0.998129,0.931031,A13
0.999996,0.996062,A08
0.999982,0.996062,A14
0.837805,0.115576,A18
0.999982,0.996062,A10
0.961174,0.385103,A13
1.0,0.996062,A12
0.096494,0.002695,none
0.999372,0.97577,A07
0.984082,0.609982,A15
0.999995,0.996062,A10
0.96454,0.407636,A19
0.999991,0.996062,A16
0.999945,0.996062,A16
0.992083,0.760211,A13
0.980925,0.565397,A18
0.999914,0.996062,A12
8.3e-05,3e-06,none
9.4e-05,3e-06,none
0.124452,0.003583,none
0.999997,0.996062,A08
0.00035,9e-06,none
1.0,0.996062,A14
1.5e-05,3e-06,A17
0.012552,0.000321,A17
1e-05,3e-06,A19
0.996436,0.876132,A08
1.5e-05,3e-06,none
0.999997,0.996062,A14
0.001358,3.4e-05,A17
0.000192,5e-06,none
1.0,0.996062,A09
0.999995,0.996062,A14
0.999667,0.987001,A08
0.307006,0.011083,none
0.999943,0.996062,A12
0.999963,0.996062,A08
1.9e-05,3e-06,none
0.997903,0.923302,A10
0.00026,7e-06,none
0.999991,0.996062,A16
0.999433,0.978053,A11
1e-06,3e-06,none
0.005429,0.000138,A19
7e-06,3e-06,none
0.999904,0.996062,A15
0.999154,0.96761,A08
0.415223,0.017647,A19
1.0,0.996062,A09
0.206622,0.006546,A18
0.999985,0.996062,A14
1.0,0.996062,A12
0.989123,0.69703,A13
1.0,0.996062,A14
0.845846,0.121894,A18
0.986032,0.641051,A18
0.998536,0.945208,A14
0.997751,0.918193,A07
0.002728,6.9e-05,none
0.021716,0.000561,none
0.999778,0.991303,A13
0.997171,0.899174,A13
4.2e-05,3e-06,none
0.999901,0.996062,A08
0.013668,0.00035,A18
0.996456,0.87675,A11
0.99982,0.992941,A07
0.004155,0.000106,A18
0.029781,0.000776,A19
1.0,0.996062,A12
0.999966,0.996062,A11
0.995611,0.851593,A11
1.2e-05,3e-06,A17
0.999975,0.996062,A08
9.1e-05,3e-06,A17
1.0,0.996062,A12
0.999736,0.989661,A13
0.999338,0.974469,A07
0.999508,0.980929,A08
0.999277,0.97218,A08
0.125533,0.003619,A19
0.271425,0.009337,A19
1.0,0.996062,A09
0.999999,0.996062,A11
0.993646,0.798226,A11
0.000393,1e-05,none
0.641347,0.043282,A18
0.013694,0.000351,A17
1.0,0.996062,A13
0.997188,0.899714,A19
1.8e-05,3e-06,none
0.999972,0.996062,A15
0.999942,0.996062,A10
0.991684,0.751055,A12
0.991775,0.753111,A18
1.0,0.996062,A14
0.983854,0.606539,A16
5e-06,3e-06,A17
0.010538,0.000269,A18
0.126612,0.003654,A17
0.999985,0.996062,A16
1.0,0.996062,A09
0.002435,6.2e-05,none
0.999972,0.996062,A14
0.99669,0.883948,A12
0.966609,0.42275,A08
0.999978,0.996062,A15
1.0,0.996062,A12
0.999831,0.993348,A07
0.999991,0.996062,A16
0.969493,0.445666,A10
1.0,0.996062,A12
0.999878,0.995197,A14
0.999315,0.973634,A12
1.0,0.996062,A12
0.998516,0.944497,A10
0.999917,0.996062,A11
0.999984,0.996062,A15
0.999997,0.996062,A13
0.000169,4e-06,none
0.999985,0.996062,A11
0.999992,0.996062,A10
1.0,0.996062,A12
0.992745,0.775882,A10
0.002764,7e-05,A17
9e-06,3e-06,none
0.050752,0.001351,A19
0.999999,0.996062,A16
0.94081,0.286793,A10
0.998815,0.955203,A14
0.694288,0.054333,A07
0.999122,0.966438,A11
0.999943,0.996062,A10
0.043926,0.001161,A08
1.0,0.996062,A14
1.0,0.996062,A09
0.032629,0.000853,none
0.000143,4e-06,none
1.0,0.996062,A12
0.998677,0.950231,A15
0.999801,0.992198,A13
0.404934,0.016924,A19
0.000884,2.2e-05,A18
0.999089,0.965229,A15
1.0,0.996062,A14
0.047967,0.001273,A08
0.999389,0.97642,A15
1.0,0.996062,A14
0.974775,0.494344,A08
0.999872,0.994969,A07
0.999126,0.966597,A11
0.000575,1.5e-05,A17
0.989987,0.714385,A13
8e-06,3e-06,none
0.999376,0.975909,A10
0.999318,0.97375,A07
0.036087,0.000946,A17
0.999973,0.996062,A11
0.999997,0.996062,A08
1.0,0.996062,A12
0.972357,0.470873,A19
0.111321,0.003159,A19
0.980997,0.566355,A19
0.999432,0.978017,A08
1.0,0.996062,A12
4.9e-05,3e-06,none
0.999987,0.996062,A14
0.995238,0.840962,A13
0.044166,0.001168,none
0.999798,0.992068,A13
0.999975,0.996062,A08
3.9e-05,3e-06,none
1.0,0.996062,A12
0.999935,0.996062,A11
0.999173,0.96832,A07
1.0,0.996062,A09
0.996323,0.872681,A11
0.999974,0.996062,A11
0.99998,0.996062,A11
7.2e-05,3e-06,none
7e-06,3e-06,none
0.583657,0.034251,A18
0.513353,0.025993,A18
0.999982,0.996062,A11
0.999994,0.996062,A13
0.999953,0.996062,A10
0.966385,0.42106,A08
0.998907,0.958558,A08
0.999997,0.996062,A11
1.0,0.996062,A13
0.937115,0.273786,A18
0.000385,1e-05,none
0.842478,0.11918,A19
0.999812,0.99262,A07
0.876592,0.152328,A19
0.999594,0.984205,A14
0.999594,0.984182,A07
1.0,0.996062,A14
2.2e-05,3e-06,none
0.528518,0.027577,A19
0.991978,0.757767,A08
0.99887,0.957187,A10
0.999998,0.996062,A11
0.998834,0.955891,A13
1.0,0.996062,A12
0.957823,0.36489,A16
0.996234,0.869987,A13
1.9e-05,3e-06,A17
0.00299,7.6e-05,A17
0.973511,0.481804,A10
1.0,0.996062,A16
0.999809,0.992518,A08
0.997777,0.919056,A16
1.0,0.996062,A09
0.998752,0.952924,A15
0.99973,0.989449,A11
0.000103,3e-06,none
0.999961,0.996062,A15
7e-06,3e-06,A17
0.99995,0.996062,A15
1.0,0.996062,A09
0.06988,0.001897,A19
1.0,0.996062,A12
0.999979,0.996062,A08
1.0,0.996062,A11
0.9471,0.311741,A19
1.0,0.996062,A09
1.0,0.996062,A09
0.000349,9e-06,none
1.0,0.996062,A14
0.999592,0.984123,A10
0.983441,0.600402,A16
0.999988,0.996062,A15
1.0,0.996062,A09
0.710352,0.05842,A16
0.027721,0.000721,A18
0.001577,4e-05,A17
0.999998,0.996062,A11
1.0,0.996062,A14
2.4e-05,3e-06,A17
0.998467,0.94278,A15
0.951105,0.329809,A15
0.001685,4.3e-05,none
1.0,0.996062,A14
0.99999,0.996062,A11
1.0,0.996062,A12
6e-06,3e-06,A17
0.99981,0.992555,A08
1.0,0.996062,A09
0.005452,0.000139,A19
0.005985,0.000152,A18
0.999805,0.992365,A13
0.269468,0.009246,A18
0.997571,0.912194,A15
0.998754,0.952988,A16
1.0,0.996062,A14
0.998758,0.953134,A11
0.990525,0.725629,A13
0.000123,3e-06,A19
0.989918,0.712972,A07
0.99986,0.994493,A08
0.995507,0.848623,A15
0.008569,0.000219,none
0.999361,0.975366,A11
0.999805,0.992337,A10
0.999918,0.996062,A15
0.999918,0.996062,A14
0.999614,0.984968,A08
0.999999,0.996062,A14
0.876462,0.152174,A18
0.303314,0.010894,A18
0.999504,0.980774,A11
0.999959,0.996062,A11
0.999288,0.972622,A11
0.99968,0.987488,A10
0.87232,0.147371,A18
0.999901,0.996062,A11
0.998502,0.944002,A11
0.999403,0.976915,A14
0.999992,0.996062,A15
0.805967,0.095092,A07
1.0,0.996062,A12
0.924123,0.235543,A13
0.003924,0.0001,A19
0.063874,0.001723,A18
1.0,0.996062,A09
0.999999,0.996062,A09
0.356112,0.013799,A18
0.999992,0.996062,A16
0.112976,0.003212,A16
1.0,0.996062,A12
1.0,0.996062,A09
2.1e-05,3e-06,none
0.999704,0.988416,A07
0.999978,0.996062,A10
0.99996,0.996062,A11
0.999998,0.996062,A16
0.840213,0.11741,A19
0.99996,0.996062,A11
0.157048,0.004691,A16
0.999994,0.996062,A16
1.0,0.996062,A12
0.999873,0.994987,A10
3e-06,3e-06,none
0.000124,3e-06,A08
0.999897,0.99594,A10
1.0,0.996062,A12
0.986799,0.654109,A08
0.0,3e-06,none
0.000311,8e-06,A17
0.976535,0.512878,A07
0.999572,0.983365,A07
0.000399,1e-05,A08
0.000331,8e-06,none
1.0,0.996062,A09
0.008642,0.00022,A18
0.999813,0.992676,A07
2.4e-05,3e-06,A17
0.997872,0.922259,A07
0.999965,0.996062,A08
0.999723,0.989172,A07
0.999916,0.996062,A10
1e-06,3e-06,A17
0.000867,2.2e-05,A19
1.0,0.996062,A12
0.05131,0.001366,A19
0.987335,0.663558,A16
0.999399,0.976798,A08
0.999157,0.967729,A10
0.99971,0.988646,A12
0.000576,1.5e-05,A17
0.999782,0.99146,A16
0.993494,0.794378,A08
0.999682,0.987576,A15
0.907532,0.198907,A14
0.997607,0.913395,A15
0.999555,0.982704,A08
0.000323,8e-06,A19
0.006144,0.000156,A19
0.99911,0.965997,A08
1.0,0.996062,A12
1e-05,3e-06,A17
1.0,0.996062,A09
0.999872,0.994969,A08
0.998542,0.945424,A11
0.991706,0.751561,A13
1.0,0.996062,A09
0.999998,0.996062,A14
0.999999,0.996062,A13
1.0,0.996062,A16
0.923754,0.234598,A13
1.0,0.996062,A12
0.999961,0.996062,A11
0.998549,0.945692,A08
0.402604,0.016764,A18
0.999999,0.996062,A11
0.851246,0.126464,A16
0.746716,0.069408,A19
1.0,0.996062,A14
0.994287,0.814906,A07
0.006792,0.000173,A17
1.0,0.996062,A09
0.999796,0.991994,A15
0.999698,0.988206,A08
0.994518,0.821098,A12
1.5e-05,3e-06,none
1.0,0.996062,A09
0.917866,0.220406,A18
0.999675,0.987318,A15
1.0,0.996062,A12
0.029075,0.000757,A19
0.999937,0.996062,A11
1.0,0.996062,A14
1.0,0.996062,A12
0.01232,0.000315,A08
0.000587,1.5e-05,none
0.99994,0.996062,A13
0.999993,0.996062,A07
0.999998,0.996062,A07
0.00047,1.2e-05,none
0.999987,0.996062,A09
9e-06,3e-06,A17
0.06836,0.001853,A13
6.4e-05,3e-06,none
0.999996,0.996062,A08
1.0,0.996062,A09
1.0,0.996062,A12
0.996849,0.888925,none
0.997954,0.925028,A08
0.9996,0.984424,A11
0.9995,0.980616,A10
0.999932,0.996062,A10
0.998529,0.944968,A11
1.0,0.996062,A12
0.999989,0.996062,A16
0.051738,0.001378,A18
0.931145,0.254911,A19
1.0,0.996062,A12
0.001422,3.6e-05,A18
0.995633,0.852245,A16
3.3e-05,3e-06,none
1.2e-05,3e-06,none
0.011509,0.000294,A17
0.999999,0.996062,A13
0.986599,0.650656,A15
0.999802,0.992249,A07
0.060851,0.001637,A19
0.999968,0.996062,A07
0.999987,0.996062,A07
0.999974,0.996062,A08
1.0,0.996062,A09
0.999877,0.995174,A16
0.998125,0.930871,A10
0.999984,0.996062,A11
0.999909,0.996062,A15
0.999957,0.996062,A11
0.999769,0.990946,A15
0.001139,2.9e-05,none
0.999998,0.996062,A10
8.5e-05,3e-06,none
0.999986,0.996062,A07
0.999959,0.996062,A07
0.000426,1.1e-05,A19
0.008246,0.00021,A18
0.854688,0.129527,A18
1.0,0.996062,A09
0.99598,0.86242,A10
0.001135,2.9e-05,A17
1.0,0.996062,A09
0.999978,0.996062,A07
1.0,0.996062,A09
0.999942,0.996062,A12
1.0,0.996062,A16
1.0,0.996062,A12
0.999973,0.996062,A07
0.009504,0.000243,A17
0.720132,0.061118,A16
0.999917,0.996062,A08
0.02473,0.000641,A19
1.0,0.996062,A14
1.7e-05,3e-06,none
1.0,0.996062,A08
0.999912,0.996062,A11
1.0,0.996062,A11
0.001651,4.2e-05,none
0.998424,0.941264,A11
0.999987,0.996062,A07
0.999393,0.976555,A19
0.00023,6e-06,none
0.000195,5e-06,none
0.99995,0.996062,A08
0.999286,0.972515,A10
1.0,0.996062,A12
0.999997,0.996062,A14
0.999984,0.996062,A10
0.999683,0.987603,A08
0.9999,0.996062,A08
0.998866,0.957042,A15
0.002482,6.3e-05,none
0.003154,8e-05,none
0.999978,0.996062,A15
0.00023,6e-06,none
0.267604,0.009159,A18
0.999998,0.996062,A15
0.99962,0.985181,A11
0.998787,0.954197,A07
2e-05,3e-06,none
0.007878,0.000201,A18
0.995444,0.846805,A15
0.999986,0.996062,A16
0.999202,0.969396,A16
0.000922,2.3e-05,A17
5.6e-05,3e-06,none
0.999338,0.9745,A08
0.997496,0.909745,A08
1.0,0.996062,A16
2.1e-05,3e-06,A19
0.980778,0.563483,A13
0.0,3e-06,A17
0.999145,0.967278,A10
0.999862,0.994582,A11
0.986598,0.650643,A17
0.000156,4e-06,none
0.99989,0.995664,A13
0.998458,0.942467,A10
1.0,0.996062,A09
5.3e-05,3e-06,none
0.999956,0.996062,A15
0.970884,0.457581,A11
1.0,0.996062,A12
1.0,0.996062,A12
1.0,0.996062,A09
0.000889,2.3e-05,none
0.997742,0.917904,A15
1.0,0.996062,A09
0.000667,1.7e-05,A08
0.999929,0.996062,A08
0.999986,0.996062,A07
1.0,0.996062,A12
1.0,0.996062,A12
7.2e-05,3e-06,A17
0.999748,0.990132,A07
1.0,0.996062,A09
0.999519,0.981333,A12
3.5e-05,3e-06,none
1.0,0.996062,A14
0.000902,2.3e-05,none
0.648922,0.044673,A16
0.021886,0.000566,A17
1.0,0.996062,A12
1.0,0.996062,A09
0.999994,0.996062,A07
0.982608,0.588364,A12
0.999651,0.9864,A16
0.999885,0.995459,A07
0.003491,8.9e-05,A18
0.99994,0.996062,A11
0.999973,0.996062,A10
0.000169,4e-06,none
0.999933,0.996062,A07
0.999752,0.990271,A14
0.999937,0.996062,A08
0.142178,0.004176,A19
0.999787,0.991664,A11
0.024442,0.000633,A18
1.0,0.996062,A09
2e-05,3e-06,A17
1.0,0.996062,A12
0.999906,0.996062,A16
0.999869,0.994843,A08
1.0,0.996062,A13
1.0,0.996062,A12
0.000219,6e-06,A17
0.981098,0.567682,A13
0.028292,0.000736,A18
0.936669,0.272287,A18
1.0,0.996062,A12
0.999687,0.987769,A19
0.000297,8e-06,none
1.0,0.996062,A09
0.999893,0.995791,A11
1.0,0.996062,A09
0.001128,2.9e-05,none
0.999999,0.996062,A07
0.999874,0.995043,A11
0.999605,0.98463,A08
0.020838,0.000538,A17
0.00465,0.000118,A18
5e-06,3e-06,A17
0.996679,0.883607,A14
0.006521,0.000166,A18
0.00035,9e-06,none
0.999998,0.996062,A08
8e-06,3e-06,none
0.155363,0.004632,none
